编号,姓名,交路所处天数,出发车站,到达车站,工作时长,休息时长,所属交路长度,身份信息（0-乘务员；1-乘务长）,作休类型（1-作；0-休）,所属交路编号,是否请假（0-是；1-否）,工作天数,休息天数
1274,吴13,1,南京,南京,0,1440,9,0,0,6,1,4,5
1275,吴13,2,南京,南京,854,586,9,0,1,6,1,4,5
1276,吴13,3,南京,南京,849,591,9,0,1,6,1,4,5
1277,吴13,4,南京,南京,0,1440,9,0,0,6,1,4,5
1278,吴13,5,南京,南京,0,1440,9,0,0,6,1,4,5
1279,吴13,6,南京,上海,119,1321,9,0,1,6,1,4,5
1280,吴13,7,上海,南京,940,500,9,0,1,6,1,4,5
1281,吴13,8,南京,南京,0,1440,9,0,0,6,1,4,5
1282,吴13,9,南京,南京,0,1440,9,0,0,6,1,4,5
1283,吴14,0,南京,南京,0,0,9,0,0,6,1,4,5
1284,吴14,1,南京,南京,0,1440,9,0,0,6,1,4,5
1285,吴14,2,南京,南京,854,586,9,0,1,6,1,4,5
1286,吴14,3,南京,南京,849,591,9,0,1,6,1,4,5
1287,吴14,4,南京,南京,0,1440,9,0,0,6,1,4,5
1288,吴14,5,南京,南京,0,1440,9,0,0,6,1,4,5
1289,吴14,6,南京,上海,119,1321,9,0,1,6,1,4,5
1290,吴14,7,上海,南京,940,500,9,0,1,6,1,4,5
1291,吴14,8,南京,南京,0,1440,9,0,0,6,1,4,5
1292,吴14,9,南京,南京,0,1440,9,0,0,6,1,4,5
1293,吴15,0,南京,南京,0,0,9,0,0,6,1,4,5
1294,吴15,1,南京,南京,0,1440,9,0,0,6,1,4,5
1295,吴15,2,南京,南京,854,586,9,0,1,6,1,4,5
1296,吴15,3,南京,南京,849,591,9,0,1,6,1,4,5
1297,吴15,4,南京,南京,0,1440,9,0,0,6,1,4,5
1298,吴15,5,南京,南京,0,1440,9,0,0,6,1,4,5
1299,吴15,6,南京,上海,119,1321,9,0,1,6,1,4,5
1300,吴15,7,上海,南京,940,500,9,0,1,6,1,4,5
1301,吴15,8,南京,南京,0,1440,9,0,0,6,1,4,5
1302,吴15,9,南京,南京,0,1440,9,0,0,6,1,4,5
1303,吴16,0,南京,南京,0,0,9,0,0,6,1,4,5
1304,吴16,1,南京,南京,0,1440,9,0,0,6,1,4,5
1305,吴16,2,南京,南京,0,1440,9,0,0,6,1,4,5
1306,吴16,3,南京,南京,854,586,9,0,1,6,1,4,5
1307,吴16,4,南京,南京,849,591,9,0,1,6,1,4,5
1308,吴16,5,南京,南京,0,1440,9,0,0,6,1,4,5
1309,吴16,6,南京,南京,0,1440,9,0,0,6,1,4,5
1310,吴16,7,南京,上海,119,1321,9,0,1,6,1,4,5
1311,吴16,8,上海,南京,940,500,9,0,1,6,1,4,5
1312,吴16,9,南京,南京,0,1440,9,0,0,6,1,4,5
1313,吴17,0,南京,南京,0,0,9,0,0,6,1,4,5
1314,吴17,1,南京,南京,0,1440,9,0,0,6,1,4,5
1315,吴17,2,南京,南京,0,1440,9,0,0,6,1,4,5
1316,吴17,3,南京,南京,854,586,9,0,1,6,1,4,5
1317,吴17,4,南京,南京,849,591,9,0,1,6,1,4,5
1318,吴17,5,南京,南京,0,1440,9,0,0,6,1,4,5
1319,吴17,6,南京,南京,0,1440,9,0,0,6,1,4,5
1320,吴17,7,南京,上海,119,1321,9,0,1,6,1,4,5
1321,吴17,8,上海,南京,940,500,9,0,1,6,1,4,5
1322,吴17,9,南京,南京,0,1440,9,0,0,6,1,4,5
1323,吴18,0,南京,南京,0,0,9,0,0,6,1,4,5
1324,吴18,1,南京,南京,0,1440,9,0,0,6,1,4,5
1325,吴18,2,南京,南京,0,1440,9,0,0,6,1,4,5
1326,吴18,3,南京,南京,854,586,9,0,1,6,1,4,5
1327,吴18,4,南京,南京,849,591,9,0,1,6,1,4,5
1328,吴18,5,南京,南京,0,1440,9,0,0,6,1,4,5
1329,吴18,6,南京,南京,0,1440,9,0,0,6,1,4,5
1330,吴18,7,南京,上海,119,1321,9,0,1,6,1,4,5
1331,吴18,8,上海,南京,940,500,9,0,1,6,1,4,5
1332,吴18,9,南京,南京,0,1440,9,0,0,6,1,4,5
1333,吴19,0,南京,南京,0,0,9,0,0,6,1,4,5
1334,吴19,1,南京,南京,0,1440,9,0,0,6,1,4,5
1335,吴19,2,南京,南京,0,1440,9,0,0,6,1,4,5
1336,吴19,3,南京,南京,0,1440,9,0,0,6,1,4,5
1337,吴19,4,南京,南京,854,586,9,0,1,6,1,4,5
1338,吴19,5,南京,南京,849,591,9,0,1,6,1,4,5
1339,吴19,6,南京,南京,0,1440,9,0,0,6,1,4,5
1340,吴19,7,南京,南京,0,1440,9,0,0,6,1,4,5
1341,吴19,8,南京,上海,119,1321,9,0,1,6,1,4,5
1342,吴19,9,上海,南京,940,500,9,0,1,6,1,4,5
1343,吴20,0,南京,南京,0,0,9,0,0,6,1,4,5
1344,吴20,1,南京,南京,0,1440,9,0,0,6,1,4,5
1345,吴20,2,南京,南京,0,1440,9,0,0,6,1,4,5
1346,吴20,3,南京,南京,0,1440,9,0,0,6,1,4,5
1347,吴20,4,南京,南京,854,586,9,0,1,6,1,4,5
1348,吴20,5,南京,南京,849,591,9,0,1,6,1,4,5
1349,吴20,6,南京,南京,0,1440,9,0,0,6,1,4,5
1350,吴20,7,南京,南京,0,1440,9,0,0,6,1,4,5
1351,吴20,8,南京,上海,119,1321,9,0,1,6,1,4,5
1352,吴20,9,上海,南京,940,500,9,0,1,6,1,4,5
1353,吴21,0,南京,南京,0,0,9,0,0,6,1,4,5
1354,吴21,1,南京,南京,0,1440,9,0,0,6,1,4,5
1355,吴21,2,南京,南京,0,1440,9,0,0,6,1,4,5
1356,吴21,3,南京,南京,0,1440,9,0,0,6,1,4,5
1357,吴21,4,南京,南京,854,586,9,0,1,6,1,4,5
1358,吴21,5,南京,南京,849,591,9,0,1,6,1,4,5
1359,吴21,6,南京,南京,0,1440,9,0,0,6,1,4,5
1360,吴21,7,南京,南京,0,1440,9,0,0,6,1,4,5
1361,吴21,8,南京,上海,119,1321,9,0,1,6,1,4,5
1362,吴21,9,上海,南京,940,500,9,0,1,6,1,4,5
1363,吴22,0,南京,南京,0,0,9,0,0,6,1,4,5
1364,吴22,1,上海,南京,940,500,9,0,1,6,1,4,5
1365,吴22,2,南京,南京,0,1440,9,0,0,6,1,4,5
1366,吴22,3,南京,南京,0,1440,9,0,0,6,1,4,5
1367,吴22,4,南京,南京,0,1440,9,0,0,6,1,4,5
1368,吴22,5,南京,南京,854,586,9,0,1,6,1,4,5
1369,吴22,6,南京,南京,849,591,9,0,1,6,1,4,5
1370,吴22,7,南京,南京,0,1440,9,0,0,6,1,4,5
1371,吴22,8,南京,南京,0,1440,9,0,0,6,1,4,5
1372,吴22,9,南京,上海,119,1321,9,0,1,6,1,4,5
1373,吴23,0,南京,南京,0,0,9,0,0,6,1,4,5
1374,吴23,1,上海,南京,940,500,9,0,1,6,1,4,5
1375,吴23,2,南京,南京,0,1440,9,0,0,6,1,4,5
1376,吴23,3,南京,南京,0,1440,9,0,0,6,1,4,5
1377,吴23,4,南京,南京,0,1440,9,0,0,6,1,4,5
1378,吴23,5,南京,南京,854,586,9,0,1,6,1,4,5
1379,吴23,6,南京,南京,849,591,9,0,1,6,1,4,5
1380,吴23,7,南京,南京,0,1440,9,0,0,6,1,4,5
1381,吴23,8,南京,南京,0,1440,9,0,0,6,1,4,5
1382,吴23,9,南京,上海,119,1321,9,0,1,6,1,4,5
1383,吴24,0,南京,南京,0,0,9,0,0,6,1,4,5
1384,吴24,1,上海,南京,940,500,9,0,1,6,1,4,5
1385,吴24,2,南京,南京,0,1440,9,0,0,6,1,4,5
1386,吴24,3,南京,南京,0,1440,9,0,0,6,1,4,5
1387,吴24,4,南京,南京,0,1440,9,0,0,6,1,4,5
1388,吴24,5,南京,南京,854,586,9,0,1,6,1,4,5
1389,吴24,6,南京,南京,849,591,9,0,1,6,1,4,5
1390,吴24,7,南京,南京,0,1440,9,0,0,6,1,4,5
1391,吴24,8,南京,南京,0,1440,9,0,0,6,1,4,5
1392,吴24,9,南京,上海,119,1321,9,0,1,6,1,4,5
1393,吴25,0,南京,南京,0,0,9,0,0,6,1,4,5
1394,吴25,1,南京,上海,119,1321,9,0,1,6,1,4,5
1395,吴25,2,上海,南京,940,500,9,0,1,6,1,4,5
1396,吴25,3,南京,南京,0,1440,9,0,0,6,1,4,5
1397,吴25,4,南京,南京,0,1440,9,0,0,6,1,4,5
1398,吴25,5,南京,南京,0,1440,9,0,0,6,1,4,5
1399,吴25,6,南京,南京,854,586,9,0,1,6,1,4,5
1400,吴25,7,南京,南京,849,591,9,0,1,6,1,4,5
1401,吴25,8,南京,南京,0,1440,9,0,0,6,1,4,5
1402,吴25,9,南京,南京,0,1440,9,0,0,6,1,4,5
1403,吴26,0,南京,南京,0,0,9,0,0,6,1,4,5
1404,吴26,1,南京,上海,119,1321,9,0,1,6,1,4,5
1405,吴26,2,上海,南京,940,500,9,0,1,6,1,4,5
1406,吴26,3,南京,南京,0,1440,9,0,0,6,1,4,5
1407,吴26,4,南京,南京,0,1440,9,0,0,6,1,4,5
1408,吴26,5,南京,南京,0,1440,9,0,0,6,1,4,5
1409,吴26,6,南京,南京,854,586,9,0,1,6,1,4,5
1410,吴26,7,南京,南京,849,591,9,0,1,6,1,4,5
1411,吴26,8,南京,南京,0,1440,9,0,0,6,1,4,5
1412,吴26,9,南京,南京,0,1440,9,0,0,6,1,4,5
1413,吴27,0,南京,南京,0,0,9,0,0,6,1,4,5
1414,吴27,1,南京,上海,119,1321,9,0,1,6,1,4,5
1415,吴27,2,上海,南京,940,500,9,0,1,6,1,4,5
1416,吴27,3,南京,南京,0,1440,9,0,0,6,1,4,5
1417,吴27,4,南京,南京,0,1440,9,0,0,6,1,4,5
1418,吴27,5,南京,南京,0,1440,9,0,0,6,1,4,5
1419,吴27,6,南京,南京,854,586,9,0,1,6,1,4,5
1420,吴27,7,南京,南京,849,591,9,0,1,6,1,4,5
1421,吴27,8,南京,南京,0,1440,9,0,0,6,1,4,5
1422,吴27,9,南京,南京,0,1440,9,0,0,6,1,4,5
1423,吴28,0,南京,南京,0,0,9,0,0,6,1,4,5
1424,吴28,1,南京,南京,0,1440,9,0,0,6,1,4,5
1425,吴28,2,南京,上海,119,1321,9,0,1,6,1,4,5
1426,吴28,3,上海,南京,940,500,9,0,1,6,1,4,5
1427,吴28,4,南京,南京,0,1440,9,0,0,6,1,4,5
1428,吴28,5,南京,南京,0,1440,9,0,0,6,1,4,5
1429,吴28,6,南京,南京,0,1440,9,0,0,6,1,4,5
1430,吴28,7,南京,南京,854,586,9,0,1,6,1,4,5
1431,吴28,8,南京,南京,849,591,9,0,1,6,1,4,5
1432,吴28,9,南京,南京,0,1440,9,0,0,6,1,4,5
1433,吴29,0,南京,南京,0,0,9,0,0,6,1,4,5
1434,吴29,1,南京,南京,0,1440,9,0,0,6,1,4,5
1435,吴29,2,南京,上海,119,1321,9,0,1,6,1,4,5
1436,吴29,3,上海,南京,940,500,9,0,1,6,1,4,5
1437,吴29,4,南京,南京,0,1440,9,0,0,6,1,4,5
1438,吴29,5,南京,南京,0,1440,9,0,0,6,1,4,5
1439,吴29,6,南京,南京,0,1440,9,0,0,6,1,4,5
1440,吴29,7,南京,南京,854,586,9,0,1,6,1,4,5
1441,吴29,8,南京,南京,849,591,9,0,1,6,1,4,5
1442,吴29,9,南京,南京,0,1440,9,0,0,6,1,4,5
1443,吴30,0,南京,南京,0,0,9,0,0,6,1,4,5
1444,吴30,1,南京,南京,0,1440,9,0,0,6,1,4,5
1445,吴30,2,南京,上海,119,1321,9,0,1,6,1,4,5
1446,吴30,3,上海,南京,940,500,9,0,1,6,1,4,5
1447,吴30,4,南京,南京,0,1440,9,0,0,6,1,4,5
1448,吴30,5,南京,南京,0,1440,9,0,0,6,1,4,5
1449,吴30,6,南京,南京,0,1440,9,0,0,6,1,4,5
1450,吴30,7,南京,南京,854,586,9,0,1,6,1,4,5
1451,吴30,8,南京,南京,849,591,9,0,1,6,1,4,5
1452,吴30,9,南京,南京,0,1440,9,0,0,6,1,4,5
1453,吴31,0,南京,南京,0,0,9,0,0,6,1,4,5
1454,吴31,1,南京,南京,0,1440,9,0,0,6,1,4,5
1455,吴31,2,南京,南京,0,1440,9,0,0,6,1,4,5
1456,吴31,3,南京,上海,119,1321,9,0,1,6,1,4,5
1457,吴31,4,上海,南京,940,500,9,0,1,6,1,4,5
1458,吴31,5,南京,南京,0,1440,9,0,0,6,1,4,5
1459,吴31,6,南京,南京,0,1440,9,0,0,6,1,4,5
1460,吴31,7,南京,南京,0,1440,9,0,0,6,1,4,5
1461,吴31,8,南京,南京,854,586,9,0,1,6,1,4,5
1462,吴31,9,南京,南京,849,591,9,0,1,6,1,4,5
1463,吴32,0,南京,南京,0,0,9,0,0,6,1,4,5
1464,吴32,1,南京,南京,0,1440,9,0,0,6,1,4,5
1465,吴32,2,南京,南京,0,1440,9,0,0,6,1,4,5
1466,吴32,3,南京,上海,119,1321,9,0,1,6,1,4,5
1467,吴32,4,上海,南京,940,500,9,0,1,6,1,4,5
1468,吴32,5,南京,南京,0,1440,9,0,0,6,1,4,5
1469,吴32,6,南京,南京,0,1440,9,0,0,6,1,4,5
1470,吴32,7,南京,南京,0,1440,9,0,0,6,1,4,5
1471,吴32,8,南京,南京,854,586,9,0,1,6,1,4,5
1472,吴32,9,南京,南京,849,591,9,0,1,6,1,4,5
1473,吴33,0,南京,南京,0,0,9,0,0,6,1,4,5
1474,吴33,1,南京,南京,0,1440,9,0,0,6,1,4,5
1475,吴33,2,南京,南京,0,1440,9,0,0,6,1,4,5
1476,吴33,3,南京,上海,119,1321,9,0,1,6,1,4,5
1477,吴33,4,上海,南京,940,500,9,0,1,6,1,4,5
1478,吴33,5,南京,南京,0,1440,9,0,0,6,1,4,5
1479,吴33,6,南京,南京,0,1440,9,0,0,6,1,4,5
1480,吴33,7,南京,南京,0,1440,9,0,0,6,1,4,5
1481,吴33,8,南京,南京,854,586,9,0,1,6,1,4,5
1482,吴33,9,南京,南京,849,591,9,0,1,6,1,4,5
1483,吴34,0,南京,南京,0,0,9,0,0,6,1,4,5
1484,吴34,1,南京,南京,849,591,9,0,1,6,1,4,5
1485,吴34,2,南京,南京,0,1440,9,0,0,6,1,4,5
1486,吴34,3,南京,南京,0,1440,9,0,0,6,1,4,5
1487,吴34,4,南京,上海,119,1321,9,0,1,6,1,4,5
1488,吴34,5,上海,南京,940,500,9,0,1,6,1,4,5
1489,吴34,6,南京,南京,0,1440,9,0,0,6,1,4,5
1490,吴34,7,南京,南京,0,1440,9,0,0,6,1,4,5
1491,吴34,8,南京,南京,0,1440,9,0,0,6,1,4,5
1492,吴34,9,南京,南京,854,586,9,0,1,6,1,4,5
1493,吴35,0,南京,南京,0,0,9,0,0,6,1,4,5
1494,吴35,1,南京,南京,849,591,9,0,1,6,1,4,5
1495,吴35,2,南京,南京,0,1440,9,0,0,6,1,4,5
1496,吴35,3,南京,南京,0,1440,9,0,0,6,1,4,5
1497,吴35,4,南京,上海,119,1321,9,0,1,6,1,4,5
1498,吴35,5,上海,南京,940,500,9,0,1,6,1,4,5
1499,吴35,6,南京,南京,0,1440,9,0,0,6,1,4,5
1500,吴35,7,南京,南京,0,1440,9,0,0,6,1,4,5
1501,吴35,8,南京,南京,0,1440,9,0,0,6,1,4,5
1502,吴35,9,南京,南京,854,586,9,0,1,6,1,4,5
1503,吴36,0,南京,南京,0,0,9,0,0,6,1,4,5
1504,吴36,1,南京,南京,849,591,9,0,1,6,1,4,5
1505,吴36,2,南京,南京,0,1440,9,0,0,6,1,4,5
1506,吴36,3,南京,南京,0,1440,9,0,0,6,1,4,5
1507,吴36,4,南京,上海,119,1321,9,0,1,6,1,4,5
1508,吴36,5,上海,南京,940,500,9,0,1,6,1,4,5
1509,吴36,6,南京,南京,0,1440,9,0,0,6,1,4,5
1510,吴36,7,南京,南京,0,1440,9,0,0,6,1,4,5
1511,吴36,8,南京,南京,0,1440,9,0,0,6,1,4,5
1512,吴36,9,南京,南京,854,586,9,0,1,6,1,4,5
1513,郑1,0,南京,南京,0,0,5,1,0,7,1,2,3
1514,郑1,1,南京,温州,880,560,5,1,1,7,1,2,3
1515,郑1,2,温州,南京,920,520,5,1,1,7,1,2,3
1516,郑1,3,南京,南京,0,1440,5,1,0,7,1,2,3
1517,郑1,4,南京,南京,0,1440,5,1,0,7,1,2,3
1518,郑1,5,南京,南京,0,1440,5,1,0,7,1,2,3
1519,郑2,0,南京,南京,0,0,5,1,0,7,1,2,3
1520,郑2,1,南京,温州,880,560,5,1,1,7,1,2,3
1521,郑2,2,温州,南京,920,520,5,1,1,7,1,2,3
1522,郑2,3,南京,南京,0,1440,5,1,0,7,1,2,3
1523,郑2,4,南京,南京,0,1440,5,1,0,7,1,2,3
1524,郑2,5,南京,南京,0,1440,5,1,0,7,1,2,3
1525,郑3,0,南京,南京,0,0,5,1,0,7,1,2,3
1526,郑3,1,南京,南京,0,1440,5,1,0,7,1,2,3
1527,郑3,2,南京,温州,880,560,5,1,1,7,1,2,3
1528,郑3,3,温州,南京,920,520,5,1,1,7,1,2,3
1529,郑3,4,南京,南京,0,1440,5,1,0,7,1,2,3
1530,郑3,5,南京,南京,0,1440,5,1,0,7,1,2,3
1531,郑4,0,南京,南京,0,0,5,1,0,7,1,2,3
1532,郑4,1,南京,南京,0,1440,5,1,0,7,1,2,3
1533,郑4,2,南京,温州,880,560,5,1,1,7,1,2,3
1534,郑4,3,温州,南京,920,520,5,1,1,7,1,2,3
1535,郑4,4,南京,南京,0,1440,5,1,0,7,1,2,3
1536,郑4,5,南京,南京,0,1440,5,1,0,7,1,2,3
1537,郑5,0,南京,南京,0,0,5,1,0,7,1,2,3
1538,郑5,1,南京,南京,0,1440,5,1,0,7,1,2,3
1539,郑5,2,南京,南京,0,1440,5,1,0,7,1,2,3
1540,郑5,3,南京,温州,880,560,5,1,1,7,1,2,3
1541,郑5,4,温州,南京,920,520,5,1,1,7,1,2,3
1542,郑5,5,南京,南京,0,1440,5,1,0,7,1,2,3
1543,郑6,0,南京,南京,0,0,5,1,0,7,1,2,3
1544,郑6,1,南京,南京,0,1440,5,1,0,7,1,2,3
1545,郑6,2,南京,南京,0,1440,5,1,0,7,1,2,3
1546,郑6,3,南京,温州,880,560,5,1,1,7,1,2,3
1547,郑6,4,温州,南京,920,520,5,1,1,7,1,2,3
1548,郑6,5,南京,南京,0,1440,5,1,0,7,1,2,3
1549,郑7,0,南京,南京,0,0,5,1,0,7,1,2,3
1550,郑7,1,南京,南京,0,1440,5,1,0,7,1,2,3
1551,郑7,2,南京,南京,0,1440,5,1,0,7,1,2,3
1552,郑7,3,南京,南京,0,1440,5,1,0,7,1,2,3
1553,郑7,4,南京,温州,880,560,5,1,1,7,1,2,3
1554,郑7,5,温州,南京,920,520,5,1,1,7,1,2,3
1555,郑8,0,南京,南京,0,0,5,1,0,7,1,2,3
1556,郑8,1,南京,南京,0,1440,5,1,0,7,1,2,3
1557,郑8,2,南京,南京,0,1440,5,1,0,7,1,2,3
1558,郑8,3,南京,南京,0,1440,5,1,0,7,1,2,3
1559,郑8,4,南京,温州,880,560,5,1,1,7,1,2,3
1560,郑8,5,温州,南京,920,520,5,1,1,7,1,2,3
1561,郑9,0,南京,南京,0,0,5,1,0,7,1,2,3
1562,郑9,1,温州,南京,920,520,5,1,1,7,1,2,3
1563,郑9,2,南京,南京,0,1440,5,1,0,7,1,2,3
1564,郑9,3,南京,南京,0,1440,5,1,0,7,1,2,3
1565,郑9,4,南京,南京,0,1440,5,1,0,7,1,2,3
1566,郑9,5,南京,温州,880,560,5,1,1,7,1,2,3
1567,郑10,0,南京,南京,0,0,5,1,0,7,1,2,3
1568,郑10,1,温州,南京,920,520,5,1,1,7,1,2,3
1569,郑10,2,南京,南京,0,1440,5,1,0,7,1,2,3
1570,郑10,3,南京,南京,0,1440,5,1,0,7,1,2,3
1571,郑10,4,南京,南京,0,1440,5,1,0,7,1,2,3
1572,郑10,5,南京,温州,880,560,5,1,1,7,1,2,3
1573,郑11,0,南京,南京,0,0,5,0,0,7,1,2,3
1574,郑11,1,南京,温州,880,560,5,0,1,7,1,2,3
1575,郑11,2,温州,南京,920,520,5,0,1,7,1,2,3
1576,郑11,3,南京,南京,0,1440,5,0,0,7,1,2,3
1577,郑11,4,南京,南京,0,1440,5,0,0,7,1,2,3
1578,郑11,5,南京,南京,0,1440,5,0,0,7,1,2,3
1579,郑12,0,南京,南京,0,0,5,0,0,7,1,2,3
1580,郑12,1,南京,温州,880,560,5,0,1,7,1,2,3
1581,郑12,2,温州,南京,920,520,5,0,1,7,1,2,3
1582,郑12,3,南京,南京,0,1440,5,0,0,7,1,2,3
1583,郑12,4,南京,南京,0,1440,5,0,0,7,1,2,3
1584,郑12,5,南京,南京,0,1440,5,0,0,7,1,2,3
1585,郑13,0,南京,南京,0,0,5,0,0,7,1,2,3
1586,郑13,1,南京,温州,880,560,5,0,1,7,1,2,3
1587,郑13,2,温州,南京,920,520,5,0,1,7,1,2,3
1588,郑13,3,南京,南京,0,1440,5,0,0,7,1,2,3
1589,郑13,4,南京,南京,0,1440,5,0,0,7,1,2,3
1590,郑13,5,南京,南京,0,1440,5,0,0,7,1,2,3
1591,郑14,0,南京,南京,0,0,5,0,0,7,1,2,3
1592,郑14,1,南京,温州,880,560,5,0,1,7,1,2,3
1593,郑14,2,温州,南京,920,520,5,0,1,7,1,2,3
1594,郑14,3,南京,南京,0,1440,5,0,0,7,1,2,3
1595,郑14,4,南京,南京,0,1440,5,0,0,7,1,2,3
1596,郑14,5,南京,南京,0,1440,5,0,0,7,1,2,3
1597,郑15,0,南京,南京,0,0,5,0,0,7,1,2,3
1598,郑15,1,南京,温州,880,560,5,0,1,7,1,2,3
1599,郑15,2,温州,南京,920,520,5,0,1,7,1,2,3
1600,郑15,3,南京,南京,0,1440,5,0,0,7,1,2,3
1601,郑15,4,南京,南京,0,1440,5,0,0,7,1,2,3
1602,郑15,5,南京,南京,0,1440,5,0,0,7,1,2,3
1603,郑16,0,南京,南京,0,0,5,0,0,7,1,2,3
1604,郑16,1,南京,温州,880,560,5,0,1,7,1,2,3
1605,郑16,2,温州,南京,920,520,5,0,1,7,1,2,3
1606,郑16,3,南京,南京,0,1440,5,0,0,7,1,2,3
1607,郑16,4,南京,南京,0,1440,5,0,0,7,1,2,3
1608,郑16,5,南京,南京,0,1440,5,0,0,7,1,2,3
1609,郑17,0,南京,南京,0,0,5,0,0,7,1,2,3
1610,郑17,1,南京,南京,0,1440,5,0,0,7,1,2,3
1611,郑17,2,南京,温州,880,560,5,0,1,7,1,2,3
1612,郑17,3,温州,南京,920,520,5,0,1,7,1,2,3
1613,郑17,4,南京,南京,0,1440,5,0,0,7,1,2,3
1614,郑17,5,南京,南京,0,1440,5,0,0,7,1,2,3
1615,郑18,0,南京,南京,0,0,5,0,0,7,1,2,3
1616,郑18,1,南京,南京,0,1440,5,0,0,7,1,2,3
1617,郑18,2,南京,温州,880,560,5,0,1,7,1,2,3
1618,郑18,3,温州,南京,920,520,5,0,1,7,1,2,3
1619,郑18,4,南京,南京,0,1440,5,0,0,7,1,2,3
1620,郑18,5,南京,南京,0,1440,5,0,0,7,1,2,3
1621,郑19,0,南京,南京,0,0,5,0,0,7,1,2,3
1622,郑19,1,南京,南京,0,1440,5,0,0,7,1,2,3
1623,郑19,2,南京,温州,880,560,5,0,1,7,1,2,3
1624,郑19,3,温州,南京,920,520,5,0,1,7,1,2,3
1625,郑19,4,南京,南京,0,1440,5,0,0,7,1,2,3
1626,郑19,5,南京,南京,0,1440,5,0,0,7,1,2,3
1627,郑20,0,南京,南京,0,0,5,0,0,7,1,2,3
1628,郑20,1,南京,南京,0,1440,5,0,0,7,1,2,3
1629,郑20,2,南京,温州,880,560,5,0,1,7,1,2,3
1630,郑20,3,温州,南京,920,520,5,0,1,7,1,2,3
1631,郑20,4,南京,南京,0,1440,5,0,0,7,1,2,3
1632,郑20,5,南京,南京,0,1440,5,0,0,7,1,2,3
1633,郑21,0,南京,南京,0,0,5,0,0,7,1,2,3
1634,郑21,1,南京,南京,0,1440,5,0,0,7,1,2,3
1635,郑21,2,南京,温州,880,560,5,0,1,7,1,2,3
1636,郑21,3,温州,南京,920,520,5,0,1,7,1,2,3
1637,郑21,4,南京,南京,0,1440,5,0,0,7,1,2,3
1638,郑21,5,南京,南京,0,1440,5,0,0,7,1,2,3
1639,郑22,0,南京,南京,0,0,5,0,0,7,1,2,3
1640,郑22,1,南京,南京,0,1440,5,0,0,7,1,2,3
1641,郑22,2,南京,温州,880,560,5,0,1,7,1,2,3
1642,郑22,3,温州,南京,920,520,5,0,1,7,1,2,3
1643,郑22,4,南京,南京,0,1440,5,0,0,7,1,2,3
1644,郑22,5,南京,南京,0,1440,5,0,0,7,1,2,3
1645,郑23,0,南京,南京,0,0,5,0,0,7,1,2,3
1646,郑23,1,南京,南京,0,1440,5,0,0,7,1,2,3
1647,郑23,2,南京,南京,0,1440,5,0,0,7,1,2,3
1648,郑23,3,南京,温州,880,560,5,0,1,7,1,2,3
1649,郑23,4,温州,南京,920,520,5,0,1,7,1,2,3
1650,郑23,5,南京,南京,0,1440,5,0,0,7,1,2,3
1651,郑24,0,南京,南京,0,0,5,0,0,7,1,2,3
1652,郑24,1,南京,南京,0,1440,5,0,0,7,1,2,3
1653,郑24,2,南京,南京,0,1440,5,0,0,7,1,2,3
1654,郑24,3,南京,温州,880,560,5,0,1,7,1,2,3
1655,郑24,4,温州,南京,920,520,5,0,1,7,1,2,3
1656,郑24,5,南京,南京,0,1440,5,0,0,7,1,2,3
1657,郑25,0,南京,南京,0,0,5,0,0,7,1,2,3
1658,郑25,1,南京,南京,0,1440,5,0,0,7,1,2,3
1659,郑25,2,南京,南京,0,1440,5,0,0,7,1,2,3
1660,郑25,3,南京,温州,880,560,5,0,1,7,1,2,3
1661,郑25,4,温州,南京,920,520,5,0,1,7,1,2,3
1662,郑25,5,南京,南京,0,1440,5,0,0,7,1,2,3
1663,郑26,0,南京,南京,0,0,5,0,0,7,1,2,3
1664,郑26,1,南京,南京,0,1440,5,0,0,7,1,2,3
1665,郑26,2,南京,南京,0,1440,5,0,0,7,1,2,3
1666,郑26,3,南京,温州,880,560,5,0,1,7,1,2,3
1667,郑26,4,温州,南京,920,520,5,0,1,7,1,2,3
1668,郑26,5,南京,南京,0,1440,5,0,0,7,1,2,3
1669,郑27,0,南京,南京,0,0,5,0,0,7,1,2,3
1670,郑27,1,南京,南京,0,1440,5,0,0,7,1,2,3
1671,郑27,2,南京,南京,0,1440,5,0,0,7,1,2,3
1672,郑27,3,南京,温州,880,560,5,0,1,7,1,2,3
1673,郑27,4,温州,南京,920,520,5,0,1,7,1,2,3
1674,郑27,5,南京,南京,0,1440,5,0,0,7,1,2,3
1675,郑28,0,南京,南京,0,0,5,0,0,7,1,2,3
1676,郑28,1,南京,南京,0,1440,5,0,0,7,1,2,3
1677,郑28,2,南京,南京,0,1440,5,0,0,7,1,2,3
1678,郑28,3,南京,温州,880,560,5,0,1,7,1,2,3
1679,郑28,4,温州,南京,920,520,5,0,1,7,1,2,3
1680,郑28,5,南京,南京,0,1440,5,0,0,7,1,2,3
1681,郑29,0,南京,南京,0,0,5,0,0,7,1,2,3
1682,郑29,1,南京,南京,0,1440,5,0,0,7,1,2,3
1683,郑29,2,南京,南京,0,1440,5,0,0,7,1,2,3
1684,郑29,3,南京,南京,0,1440,5,0,0,7,1,2,3
1685,郑29,4,南京,温州,880,560,5,0,1,7,1,2,3
1686,郑29,5,温州,南京,920,520,5,0,1,7,1,2,3
1687,郑30,0,南京,南京,0,0,5,0,0,7,1,2,3
